Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022/10/20,S004,P0013,Groceries,East,460,280,107,271.71,13.57,0,Rainy,0,11.81,Spring
2022/10/20,S004,P0014,Furniture,North,284,202,65,197.97,38.17,0,Rainy,1,38.96,Autumn
2022/10/20,S004,P0015,Groceries,East,133,123,105,142.2,43.89,10,Snowy,0,48.53,Winter
2022/10/20,S004,P0016,Furniture,North,348,288,117,285.9,51.34,0,Rainy,1,49.27,Winter
2022/10/20,S004,P0017,Furniture,North,294,282,116,281.11,39.7,0,Rainy,1,41.85,Autumn
2022/10/20,S004,P0018,Clothing,East,327,13,199,22.54,79.68,15,Rainy,0,80.22,Spring
2022/10/20,S004,P0019,Electronics,North,73,28,37,40.33,68.98,0,Sunny,0,65.33,Spring
2022/10/20,S004,P0020,Furniture,South,470,257,75,268.23,66.13,10,Rainy,0,62.21,Summer
2022/10/20,S005,P0001,Electronics,West,346,120,100,136.49,60.15,10,Snowy,0,62.24,Winter
2022/10/20,S005,P0002,Groceries,East,357,26,83,19.7,69.58,20,Cloudy,1,66.4,Summer
2022/10/20,S005,P0003,Electronics,East,174,119,26,131.44,42.06,10,Snowy,0,40.42,Spring
2022/10/20,S005,P0004,Toys,North,71,13,117,16.91,35.36,5,Cloudy,1,39.81,Autumn
2022/10/20,S005,P0005,Toys,East,387,254,160,251.86,85.31,5,Snowy,1,88.29,Summer
2022/10/20,S005,P0006,Toys,West,268,109,155,124.9,37.22,20,Sunny,1,41.4,Autumn
2022/10/20,S005,P0007,Electronics,East,447,440,147,439.88,98.09,15,Snowy,1,94.05,Spring
2022/10/20,S005,P0008,Groceries,East,202,73,192,80.42,16.94,15,Sunny,1,13.7,Summer
2022/10/20,S005,P0009,Clothing,East,428,385,145,376.79,77.14,15,Rainy,0,81.56,Winter
2022/10/20,S005,P0010,Furniture,North,294,107,188,123.34,10.55,10,Rainy,0,5.71,Spring
2022/10/20,S005,P0011,Clothing,North,122,115,69,113.25,60.9,15,Cloudy,0,61.42,Spring
2022/10/20,S005,P0012,Electronics,East,167,33,66,37.26,25.18,10,Rainy,0,28.49,Autumn
2022/10/20,S005,P0013,Electronics,East,414,74,29,93.52,87.67,20,Rainy,0,88.64,Autumn
2022/10/20,S005,P0014,Clothing,West,225,155,22,164.79,34.17,0,Snowy,1,30.42,Spring
2022/10/20,S005,P0015,Toys,West,431,61,192,77.35,39.66,20,Sunny,1,39.87,Winter
2022/10/20,S005,P0016,Furniture,West,480,369,64,359.56,40.27,10,Sunny,1,37.76,Winter
2022/10/20,S005,P0017,Groceries,South,109,52,193,66.26,68.18,15,Cloudy,0,72.75,Autumn
2022/10/20,S005,P0018,Electronics,North,324,77,176,74.4,37.44,15,Cloudy,1,34.45,Autumn
2022/10/20,S005,P0019,Clothing,East,370,187,34,186.67,59.7,10,Sunny,1,59.48,Spring
2022/10/20,S005,P0020,Furniture,South,140,79,118,79.98,55.82,5,Rainy,1,52.87,Spring
2022/10/21,S001,P0001,Furniture,South,99,37,111,47.78,18.16,0,Snowy,1,20.35,Spring
2022/10/21,S001,P0002,Clothing,West,343,206,52,202.59,28.98,15,Cloudy,0,33.83,Spring
2022/10/21,S001,P0003,Electronics,South,352,66,189,56.49,26.65,20,Snowy,0,28.82,Summer
2022/10/21,S001,P0004,Clothing,North,480,431,40,435.82,58.05,0,Sunny,1,58.32,Winter
2022/10/21,S001,P0005,Electronics,South,146,10,60,25.9,94.89,20,Snowy,0,90.09,Spring
2022/10/21,S001,P0006,Furniture,West,106,92,81,91.86,69.17,0,Cloudy,1,71.23,Spring
2022/10/21,S001,P0007,Clothing,West,295,39,23,42.84,33.41,5,Snowy,1,36.78,Summer
2022/10/21,S001,P0008,Clothing,South,114,97,162,109.77,63.79,5,Snowy,0,60.18,Spring
2022/10/21,S001,P0009,Furniture,North,210,64,105,65.46,66.73,5,Snowy,0,65.34,Winter
2022/10/21,S001,P0010,Furniture,North,283,134,28,144.15,89.57,15,Sunny,0,86.07,Winter
2022/10/21,S001,P0011,Furniture,West,60,49,94,60.71,35.77,15,Snowy,0,38.33,Winter
2022/10/21,S001,P0012,Toys,East,141,59,122,61.81,10.75,20,Snowy,1,15.55,Spring
2022/10/21,S001,P0013,Clothing,West,308,198,49,211.59,91.25,10,Rainy,0,91.24,Autumn
2022/10/21,S001,P0014,Groceries,South,254,19,167,28.43,39.98,15,Snowy,1,38.28,Summer
2022/10/21,S001,P0015,Groceries,East,102,70,23,77.2,68.79,20,Rainy,0,67.74,Autumn
2022/10/21,S001,P0016,Electronics,West,486,293,64,290.94,96.95,5,Cloudy,0,96.49,Autumn
2022/10/21,S001,P0017,Electronics,West,100,26,34,16.58,48.48,5,Snowy,1,52.59,Autumn
2022/10/21,S001,P0018,Clothing,East,259,203,37,222.26,31.15,20,Rainy,1,27.3,Spring
2022/10/21,S001,P0019,Electronics,North,227,126,87,142.7,21.99,10,Rainy,0,23.29,Spring
2022/10/21,S001,P0020,Groceries,East,355,174,65,186.35,61.5,15,Sunny,0,64.62,Summer
2022/10/21,S002,P0001,Electronics,South,188,85,52,100.64,72.12,10,Sunny,1,69.96,Autumn
2022/10/21,S002,P0002,Clothing,West,450,256,138,258.07,28.83,20,Rainy,1,27.01,Spring
2022/10/21,S002,P0003,Furniture,West,252,109,180,104.67,40.84,15,Snowy,1,45.14,Winter
2022/10/21,S002,P0004,Clothing,South,318,152,92,144.24,15.3,15,Cloudy,0,14.42,Summer
2022/10/21,S002,P0005,Furniture,North,339,308,66,303.99,35.66,10,Rainy,0,37.46,Summer
2022/10/21,S002,P0006,Electronics,South,451,4,35,-2.14,99.8,5,Rainy,0,97.99,Spring
2022/10/21,S002,P0007,Toys,South,283,29,103,46.74,73.38,0,Snowy,0,74.08,Spring
2022/10/21,S002,P0008,Clothing,West,102,19,200,27.4,38.04,10,Cloudy,0,35.38,Spring
2022/10/21,S002,P0009,Toys,West,410,51,118,46.55,16.19,15,Cloudy,1,17.27,Winter
2022/10/21,S002,P0010,Groceries,West,272,106,200,99.24,31.93,20,Cloudy,1,31.47,Summer
2022/10/21,S002,P0011,Groceries,South,77,6,122,8.73,88.19,10,Rainy,0,92.14,Summer
2022/10/21,S002,P0012,Groceries,North,175,14,63,22.15,94.61,0,Cloudy,1,91.08,Winter
2022/10/21,S002,P0013,Clothing,East,337,247,167,257.9,68.66,20,Snowy,1,67.78,Summer
2022/10/21,S002,P0014,Furniture,North,130,92,129,89.88,89.59,15,Snowy,1,91.66,Summer
2022/10/21,S002,P0015,Toys,South,179,35,92,30.56,59.05,20,Sunny,1,61.66,Winter
2022/10/21,S002,P0016,Furniture,South,331,203,151,216.67,63.08,0,Sunny,0,66.03,Spring
2022/10/21,S002,P0017,Groceries,South,85,72,150,75.7,20.92,10,Rainy,0,25.39,Autumn
2022/10/21,S002,P0018,Clothing,East,198,139,130,144.75,82.27,15,Cloudy,0,79.27,Winter
2022/10/21,S002,P0019,Toys,East,299,101,97,92.36,57.46,15,Snowy,0,58.11,Spring
2022/10/21,S002,P0020,Furniture,West,385,197,67,191.23,96.46,20,Snowy,1,97.96,Autumn
2022/10/21,S003,P0001,Electronics,North,322,268,107,265.37,48.1,20,Cloudy,0,44.38,Summer
2022/10/21,S003,P0002,Electronics,South,326,274,115,267.88,24.44,0,Rainy,1,21.58,Summer
2022/10/21,S003,P0003,Toys,East,464,131,118,145.91,74.85,15,Rainy,0,76.17,Winter
2022/10/21,S003,P0004,Clothing,North,50,44,83,59.67,55.33,5,Rainy,1,53.13,Spring
2022/10/21,S003,P0005,Groceries,South,386,148,70,165.13,71.21,5,Sunny,0,74.75,Autumn
2022/10/21,S003,P0006,Clothing,South,367,183,188,186.08,62.56,0,Snowy,1,61.81,Spring
2022/10/21,S003,P0007,Toys,North,65,20,161,12.97,26.2,15,Sunny,1,22.46,Autumn
2022/10/21,S003,P0008,Groceries,East,188,106,35,121.84,37.33,15,Snowy,1,41.82,Spring
2022/10/21,S003,P0009,Toys,West,135,130,130,128.95,45.76,20,Snowy,1,43.5,Autumn
2022/10/21,S003,P0010,Electronics,South,166,27,112,42.61,73.63,15,Snowy,1,73.17,Summer
2022/10/21,S003,P0011,Groceries,North,77,20,76,13.66,10.91,15,Rainy,0,12.19,Autumn
2022/10/21,S003,P0012,Clothing,East,205,123,128,127.14,51.3,20,Snowy,1,50.9,Summer
2022/10/21,S003,P0013,Furniture,West,486,375,119,367.69,56.34,10,Rainy,1,58.99,Summer
2022/10/21,S003,P0014,Electronics,East,316,54,60,56.47,50.19,5,Sunny,0,45.87,Winter
2022/10/21,S003,P0015,Toys,North,218,186,152,202.12,33.7,15,Rainy,0,28.8,Autumn
2022/10/21,S003,P0016,Furniture,East,306,11,23,6.74,31.05,20,Sunny,1,30.72,Autumn
2022/10/21,S003,P0017,Toys,North,407,159,64,160.66,58.51,20,Snowy,0,58.76,Autumn
2022/10/21,S003,P0018,Electronics,East,313,74,92,67.83,53.43,15,Rainy,1,49.86,Spring
2022/10/21,S003,P0019,Furniture,North,448,336,103,327.35,55.13,20,Snowy,0,55.27,Spring
2022/10/21,S003,P0020,Toys,East,266,253,109,253.64,20.56,15,Snowy,1,20.87,Autumn
2022/10/21,S004,P0001,Clothing,South,254,91,61,87.72,48.16,10,Snowy,1,52.1,Spring
2022/10/21,S004,P0002,Groceries,North,153,0,54,4.76,30.17,5,Rainy,1,32.34,Summer
2022/10/21,S004,P0003,Electronics,West,87,8,188,10.73,62.38,5,Snowy,1,58.58,Summer
2022/10/21,S004,P0004,Furniture,East,461,225,180,240.18,84.87,0,Rainy,0,86.52,Summer
2022/10/21,S004,P0005,Furniture,East,189,14,170,21.05,71.91,20,Sunny,1,69.81,Winter
2022/10/21,S004,P0006,Furniture,North,295,201,42,201.49,94.18,10,Sunny,1,90.02,Winter
2022/10/21,S004,P0007,Clothing,North,84,68,97,67.92,43.03,10,Sunny,1,40.46,Winter
2022/10/21,S004,P0008,Electronics,North,223,43,171,33.27,27.15,5,Sunny,1,27.68,Summer
2022/10/21,S004,P0009,Clothing,East,333,286,163,287.32,63.25,10,Snowy,0,64.48,Winter
2022/10/21,S004,P0010,Furniture,East,208,86,157,85.17,50.57,5,Cloudy,0,47.59,Spring
2022/10/21,S004,P0011,Toys,North,302,232,66,239.44,40.54,15,Cloudy,0,36.13,Summer
2022/10/21,S004,P0012,Clothing,South,119,91,127,88.71,51.59,15,Cloudy,1,51.49,Summer
2022/10/21,S004,P0013,Clothing,West,75,63,171,74.29,98.24,0,Sunny,0,97.28,Summer
2022/10/21,S004,P0014,Toys,East,376,1,158,19.07,55.33,10,Snowy,1,58.45,Autumn
2022/10/21,S004,P0015,Groceries,South,294,118,108,112.18,37.25,5,Sunny,1,38.48,Winter
2022/10/21,S004,P0016,Groceries,North,104,100,57,92.38,78.16,5,Snowy,0,82.09,Autumn
2022/10/21,S004,P0017,Groceries,South,311,207,162,202.2,11.87,15,Sunny,1,12.03,Autumn
2022/10/21,S004,P0018,Electronics,West,231,88,158,99.29,51.36,0,Cloudy,0,46.73,Summer
2022/10/21,S004,P0019,Groceries,West,175,119,69,125.53,40.14,15,Sunny,0,37.13,Summer
2022/10/21,S004,P0020,Groceries,East,199,19,60,15.01,57.99,10,Cloudy,0,53.43,Winter
2022/10/21,S005,P0001,Furniture,South,200,35,190,46.79,88.5,20,Rainy,0,89.78,Autumn
2022/10/21,S005,P0002,Electronics,West,197,36,141,45.62,78.96,5,Snowy,1,78.26,Autumn
2022/10/21,S005,P0003,Groceries,West,252,157,174,163.09,22.41,10,Cloudy,0,18.9,Winter
2022/10/21,S005,P0004,Toys,East,240,24,110,31.96,29.4,20,Sunny,0,26.15,Winter
2022/10/21,S005,P0005,Clothing,West,332,281,130,288.72,66.44,0,Sunny,0,68.41,Summer
2022/10/21,S005,P0006,Electronics,North,228,122,116,132.38,79.81,15,Rainy,0,83.65,Winter
2022/10/21,S005,P0007,Toys,East,174,22,103,25.17,72.61,5,Sunny,0,70.19,Spring
2022/10/21,S005,P0008,Furniture,East,397,184,121,191.43,59.34,5,Sunny,0,59.87,Summer
2022/10/21,S005,P0009,Toys,North,393,347,98,340.2,43.04,20,Sunny,0,45.71,Winter
2022/10/21,S005,P0010,Clothing,South,201,6,70,22.24,30.67,10,Sunny,0,32.5,Spring
2022/10/21,S005,P0011,Toys,North,59,7,165,-2.72,38.01,0,Snowy,1,37.65,Summer
2022/10/21,S005,P0012,Furniture,East,323,90,40,96.92,60.43,15,Cloudy,0,65.23,Autumn
2022/10/21,S005,P0013,Groceries,West,112,100,94,110.59,52.59,10,Snowy,0,54.16,Autumn
2022/10/21,S005,P0014,Furniture,West,411,380,60,371.56,75.41,10,Sunny,1,72.64,Winter
2022/10/21,S005,P0015,Furniture,South,458,144,20,156.2,96.81,15,Sunny,0,95.33,Autumn
2022/10/21,S005,P0016,Groceries,South,370,88,149,92.39,28.01,20,Snowy,0,27.54,Autumn
2022/10/21,S005,P0017,Groceries,South,70,61,197,71.76,64.49,0,Cloudy,0,60.85,Autumn
2022/10/21,S005,P0018,Groceries,East,181,62,199,77.06,54.88,0,Rainy,0,55.63,Autumn
2022/10/21,S005,P0019,Furniture,West,185,106,192,97.28,68.21,0,Snowy,0,70.08,Winter
2022/10/21,S005,P0020,Clothing,North,299,185,136,177.19,25.94,5,Cloudy,0,28.25,Summer
2022/10/22,S001,P0001,Groceries,North,211,39,188,39.75,53.26,15,Cloudy,0,53.92,Summer
2022/10/22,S001,P0002,Clothing,North,285,30,47,34.05,23.53,15,Rainy,0,27.78,Autumn
2022/10/22,S001,P0003,Electronics,East,452,11,67,23.09,15.3,5,Sunny,1,18.95,Autumn
2022/10/22,S001,P0004,Toys,North,321,2,175,17.55,52.09,20,Rainy,0,55.85,Summer
2022/10/22,S001,P0005,Furniture,South,123,28,137,22.47,24.3,20,Snowy,0,24.39,Spring
2022/10/22,S001,P0006,Electronics,West,402,215,63,216.55,43.35,0,Cloudy,0,46.96,Autumn
2022/10/22,S001,P0007,Electronics,West,236,26,110,19.65,83.39,15,Rainy,1,80.77,Spring
2022/10/22,S001,P0008,Furniture,North,143,136,44,149.75,14.27,10,Cloudy,1,15.91,Autumn
2022/10/22,S001,P0009,Groceries,North,122,52,58,50.6,23.17,15,Snowy,0,26.36,Summer
2022/10/22,S001,P0010,Furniture,West,232,75,65,76.86,45.93,5,Cloudy,0,41.01,Summer
2022/10/22,S001,P0011,Electronics,North,295,242,188,258.25,43.21,0,Cloudy,0,43.66,Summer
2022/10/22,S001,P0012,Clothing,East,274,124,35,142.26,96.52,15,Snowy,0,92.62,Autumn
2022/10/22,S001,P0013,Electronics,West,74,48,123,46.3,18.21,0,Rainy,1,14.09,Autumn
2022/10/22,S001,P0014,Clothing,North,277,237,179,234.35,79.08,0,Sunny,0,83.07,Spring
2022/10/22,S001,P0015,Electronics,West,342,167,200,160.64,43.97,15,Snowy,1,44.67,Autumn
2022/10/22,S001,P0016,Groceries,South,226,215,156,209.94,35.51,15,Rainy,1,39.2,Autumn
2022/10/22,S001,P0017,Toys,North,495,432,200,444.67,84.42,15,Cloudy,1,82.27,Winter
2022/10/22,S001,P0018,Furniture,West,133,125,175,123.61,84.7,10,Cloudy,0,87.56,Autumn
2022/10/22,S001,P0019,Electronics,West,92,78,84,72.54,92.79,0,Snowy,0,91.13,Autumn
2022/10/22,S001,P0020,Clothing,West,486,362,59,358.61,45.13,5,Snowy,0,40.36,Winter
2022/10/22,S002,P0001,Groceries,South,63,29,97,23.78,29.2,20,Sunny,0,33.63,Autumn
2022/10/22,S002,P0002,Furniture,North,402,290,151,303,87.82,20,Snowy,0,88.57,Winter
2022/10/22,S002,P0003,Electronics,East,299,80,101,72.09,68.59,0,Cloudy,1,68.36,Summer
2022/10/22,S002,P0004,Furniture,South,264,31,94,41.47,72.47,15,Sunny,0,75.83,Spring
2022/10/22,S002,P0005,Groceries,West,71,27,37,31.48,17.54,15,Rainy,1,20.56,Summer
2022/10/22,S002,P0006,Groceries,East,62,0,116,-6.98,20.37,15,Snowy,0,18.26,Summer
2022/10/22,S002,P0007,Toys,West,164,80,104,90.12,26.32,10,Sunny,1,26.43,Autumn
2022/10/22,S002,P0008,Clothing,West,269,55,74,65.91,26.68,0,Rainy,1,25.72,Spring
2022/10/22,S002,P0009,Electronics,West,496,218,34,222.71,69.16,0,Cloudy,1,70.72,Autumn
2022/10/22,S002,P0010,Electronics,South,490,377,140,376.56,40.33,5,Rainy,1,37.84,Autumn
2022/10/22,S002,P0011,Furniture,North,59,59,34,54.81,97.55,0,Cloudy,1,96.94,Autumn
2022/10/22,S002,P0012,Electronics,West,250,179,54,172.1,26.21,10,Sunny,0,30.8,Summer
2022/10/22,S002,P0013,Toys,West,161,30,143,38.17,92.61,10,Rainy,0,92.25,Spring
2022/10/22,S002,P0014,Groceries,East,350,9,171,21.15,77.82,15,Cloudy,1,75.54,Autumn
2022/10/22,S002,P0015,Toys,South,487,40,135,55.89,39.05,15,Sunny,0,40.88,Winter
2022/10/22,S002,P0016,Groceries,West,493,46,192,61.7,37.35,20,Cloudy,1,36.05,Autumn
2022/10/22,S002,P0017,Electronics,South,230,104,141,123.47,54.96,0,Snowy,1,57.04,Autumn
2022/10/22,S002,P0018,Toys,West,491,446,184,461.11,96.96,5,Snowy,0,93.42,Spring
2022/10/22,S002,P0019,Groceries,North,380,369,176,365.33,76.59,5,Rainy,0,76.44,Autumn
2022/10/22,S002,P0020,Groceries,East,199,108,72,105.79,11.92,10,Snowy,0,13.97,Winter
2022/10/22,S003,P0001,Groceries,North,498,456,154,457.26,15.37,15,Cloudy,0,14.52,Spring
2022/10/22,S003,P0002,Toys,East,453,41,101,59.98,94.56,20,Rainy,1,98.06,Spring
2022/10/22,S003,P0003,Electronics,South,419,56,34,60.48,12.97,5,Cloudy,0,15.14,Autumn
2022/10/22,S003,P0004,Electronics,South,463,251,123,258.15,70.17,10,Snowy,0,66.25,Spring
2022/10/22,S003,P0005,Groceries,East,103,80,193,97.02,24.65,10,Sunny,1,28.77,Spring
2022/10/22,S003,P0006,Electronics,East,133,55,93,53.04,42.61,10,Sunny,0,40.11,Summer
2022/10/22,S003,P0007,Furniture,West,485,25,94,22.84,64.54,5,Cloudy,0,65.96,Spring
2022/10/22,S003,P0008,Electronics,South,356,30,39,45.76,44.84,20,Sunny,1,48.45,Autumn
2022/10/22,S003,P0009,Toys,North,437,64,178,71.85,77.54,5,Sunny,1,81.15,Autumn
2022/10/22,S003,P0010,Electronics,North,155,110,197,104.15,30.44,20,Snowy,0,27.71,Autumn
2022/10/22,S003,P0011,Toys,East,240,58,79,58.13,63.88,0,Sunny,0,62.94,Autumn
2022/10/22,S003,P0012,Furniture,North,164,115,56,127.22,46.96,15,Rainy,0,43.53,Summer
2022/10/22,S003,P0013,Electronics,North,285,53,22,65.08,89.91,20,Rainy,1,91.99,Spring
2022/10/22,S003,P0014,Furniture,East,425,251,146,252.02,99.24,0,Cloudy,1,98.39,Spring
2022/10/22,S003,P0015,Groceries,South,442,90,88,102.4,38.17,20,Cloudy,1,35.96,Winter
2022/10/22,S003,P0016,Toys,East,82,82,136,72.96,66.76,0,Rainy,0,70.89,Summer
2022/10/22,S003,P0017,Toys,North,479,334,124,347.63,14.46,20,Cloudy,0,18.82,Autumn
2022/10/22,S003,P0018,Toys,South,119,13,162,20.91,32.92,10,Rainy,0,28.07,Winter
2022/10/22,S003,P0019,Groceries,East,104,40,85,50.9,23.81,5,Cloudy,0,21.76,Autumn
2022/10/22,S003,P0020,Furniture,West,460,112,137,120.65,46.51,5,Snowy,1,43.53,Autumn
2022/10/22,S004,P0001,Toys,East,140,77,37,67.7,21.7,10,Rainy,0,21.86,Spring
2022/10/22,S004,P0002,Furniture,West,191,39,144,29.19,16.52,0,Snowy,0,16.68,Winter
2022/10/22,S004,P0003,Furniture,South,277,10,41,7.75,11.64,0,Snowy,0,12.46,Spring
2022/10/22,S004,P0004,Electronics,West,136,123,188,124,11.46,20,Cloudy,0,14.79,Autumn
2022/10/22,S004,P0005,Groceries,East,107,96,115,99.84,49.21,20,Snowy,1,53.21,Spring
2022/10/22,S004,P0006,Clothing,East,319,36,167,35.09,81.16,20,Snowy,1,81.99,Winter
2022/10/22,S004,P0007,Groceries,North,99,76,139,81.66,61.26,20,Snowy,0,64.27,Spring
2022/10/22,S004,P0008,Furniture,North,397,314,57,324.94,40.2,5,Rainy,0,35.8,Summer
2022/10/22,S004,P0009,Furniture,North,227,172,60,178.66,45.66,20,Rainy,1,45.72,Spring
2022/10/22,S004,P0010,Electronics,East,278,38,67,50.56,53.45,20,Snowy,0,52.13,Summer
2022/10/22,S004,P0011,Groceries,South,223,128,42,135.23,63.23,20,Snowy,1,64.78,Spring
2022/10/22,S004,P0012,Groceries,South,306,232,44,227.31,71.45,5,Snowy,1,69.95,Autumn
2022/10/22,S004,P0013,Groceries,South,287,98,177,88.43,65.35,0,Sunny,0,67.62,Winter
2022/10/22,S004,P0014,Toys,West,394,312,103,312.36,19.01,0,Rainy,1,21.22,Winter
2022/10/22,S004,P0015,Electronics,West,61,50,70,51.16,64.59,10,Rainy,0,61.7,Autumn
2022/10/22,S004,P0016,Clothing,East,268,62,52,69.36,30.35,20,Cloudy,0,25.56,Autumn
2022/10/22,S004,P0017,Toys,South,88,73,136,75.84,50.9,10,Rainy,0,54.95,Spring
2022/10/22,S004,P0018,Furniture,North,453,241,184,257.42,50.46,5,Snowy,0,49.39,Summer
2022/10/22,S004,P0019,Groceries,South,297,167,75,177.98,70.56,15,Sunny,1,75.09,Spring
2022/10/22,S004,P0020,Groceries,South,491,315,139,318.98,26,20,Snowy,0,24.92,Summer
2022/10/22,S005,P0001,Toys,West,127,28,81,32.44,99,15,Cloudy,0,94.43,Winter
2022/10/22,S005,P0002,Toys,North,285,121,122,136.79,46.35,15,Cloudy,1,44.4,Spring
2022/10/22,S005,P0003,Groceries,West,431,76,94,88.43,13.37,10,Rainy,1,11.68,Spring
2022/10/22,S005,P0004,Furniture,East,434,95,108,86.54,18.05,10,Sunny,0,18.75,Spring
2022/10/22,S005,P0005,Electronics,North,368,309,141,321.36,98.68,15,Cloudy,1,98.58,Winter
2022/10/22,S005,P0006,Groceries,West,301,57,143,73.1,41.2,5,Cloudy,1,37.48,Winter
2022/10/22,S005,P0007,Toys,North,361,361,63,353.27,35.59,10,Rainy,0,38.64,Spring
2022/10/22,S005,P0008,Toys,South,67,51,179,67.4,32.7,10,Sunny,1,34.95,Autumn
2022/10/22,S005,P0009,Electronics,West,496,320,198,315.83,32.56,0,Sunny,0,33.89,Summer
2022/10/22,S005,P0010,Groceries,West,335,31,82,46.39,11.24,5,Rainy,1,9.73,Autumn
2022/10/22,S005,P0011,Furniture,West,307,104,188,95.5,53.05,20,Cloudy,1,57.2,Summer
2022/10/22,S005,P0012,Toys,South,269,148,115,142.85,51.57,10,Snowy,1,48.55,Winter
2022/10/22,S005,P0013,Toys,East,92,73,69,68.48,57.1,15,Snowy,0,59.09,Summer
2022/10/22,S005,P0014,Furniture,West,260,140,98,137.24,59.08,15,Cloudy,1,58.5,Summer
2022/10/22,S005,P0015,Groceries,North,232,178,108,176.66,24.59,5,Snowy,1,27.19,Spring
2022/10/22,S005,P0016,Electronics,West,353,277,78,295.29,48.14,15,Cloudy,1,51.92,Autumn
2022/10/22,S005,P0017,Clothing,South,479,252,112,266.03,66.4,15,Snowy,0,70.61,Summer
2022/10/22,S005,P0018,Toys,East,303,25,86,26.93,79.27,20,Rainy,0,75.59,Summer
2022/10/22,S005,P0019,Toys,East,218,126,172,131.32,51.14,10,Sunny,1,52.4,Winter
2022/10/22,S005,P0020,Furniture,North,63,24,199,38.81,89.41,5,Cloudy,0,87.4,Summer
2022/10/23,S001,P0001,Electronics,East,192,136,80,135.98,83.95,10,Cloudy,0,88.37,Summer
2022/10/23,S001,P0002,Furniture,South,111,57,194,56.76,22.24,15,Cloudy,1,20.19,Autumn
2022/10/23,S001,P0003,Electronics,North,186,94,190,94.18,21.03,0,Snowy,1,21.9,Summer
2022/10/23,S001,P0004,Clothing,South,217,186,90,204.46,34.2,20,Cloudy,0,39.16,Spring
2022/10/23,S001,P0005,Electronics,North,204,111,44,117.71,65.93,15,Sunny,0,63.21,Summer
2022/10/23,S001,P0006,Furniture,North,179,102,75,99.46,89.67,20,Sunny,1,88.33,Summer
2022/10/23,S001,P0007,Furniture,North,462,221,139,222.08,74.95,0,Snowy,1,74.72,Summer
2022/10/23,S001,P0008,Groceries,West,465,333,76,339.38,63,5,Cloudy,1,67.82,Summer
2022/10/23,S001,P0009,Toys,North,71,62,28,78.93,76.95,15,Sunny,0,79.65,Autumn
2022/10/23,S001,P0010,Toys,North,219,215,95,206.25,62.1,10,Rainy,1,63.13,Autumn
2022/10/23,S001,P0011,Toys,South,363,320,70,312.54,95.8,20,Snowy,0,92.72,Spring
2022/10/23,S001,P0012,Furniture,South,335,159,147,151.06,80.21,0,Rainy,0,81.55,Winter
2022/10/23,S001,P0013,Clothing,North,181,35,25,39.88,43.8,0,Cloudy,0,48.17,Spring
2022/10/23,S001,P0014,Toys,West,269,144,67,140.69,84.43,5,Snowy,0,80.68,Winter
2022/10/23,S001,P0015,Electronics,East,124,78,136,89.32,25.92,10,Cloudy,1,23.61,Winter
2022/10/23,S001,P0016,Furniture,South,237,178,61,171.29,78.91,20,Snowy,1,75.39,Summer
2022/10/23,S001,P0017,Toys,East,277,163,74,170.63,28.39,20,Sunny,1,28.11,Summer
2022/10/23,S001,P0018,Electronics,West,135,133,89,132.41,67.8,0,Rainy,0,63.05,Autumn
2022/10/23,S001,P0019,Electronics,West,307,159,98,166.13,53.58,20,Cloudy,1,49.19,Autumn
2022/10/23,S001,P0020,Groceries,North,163,53,125,53.81,24.75,20,Sunny,1,22.87,Autumn
2022/10/23,S002,P0001,Electronics,East,199,144,91,144.43,78.55,15,Cloudy,1,76.48,Autumn
2022/10/23,S002,P0002,Furniture,South,295,157,35,156.55,69.67,15,Snowy,1,71.57,Spring
2022/10/23,S002,P0003,Toys,West,446,199,190,216.01,44.44,0,Rainy,1,41.37,Autumn
2022/10/23,S002,P0004,Groceries,North,461,410,91,400.58,20.86,20,Snowy,1,23.94,Summer
2022/10/23,S002,P0005,Groceries,South,328,162,42,167.63,55.84,0,Cloudy,1,56.86,Winter
2022/10/23,S002,P0006,Groceries,East,345,142,59,157.94,65.04,20,Snowy,1,62.55,Autumn
2022/10/23,S002,P0007,Clothing,West,71,50,65,56.76,33.06,5,Snowy,1,37.01,Summer
2022/10/23,S002,P0008,Furniture,North,399,3,133,-6.54,50.02,5,Rainy,1,50.05,Spring
2022/10/23,S002,P0009,Clothing,West,496,256,75,274.91,77.14,10,Cloudy,1,74.78,Winter
2022/10/23,S002,P0010,Furniture,West,408,177,113,195.25,31.83,10,Sunny,0,33.58,Autumn
2022/10/23,S002,P0011,Toys,West,83,40,185,51.67,45.45,0,Snowy,1,47.08,Summer
2022/10/23,S002,P0012,Clothing,East,404,21,179,23.22,60.25,0,Cloudy,1,57.87,Summer
2022/10/23,S002,P0013,Clothing,North,496,144,166,145.25,46.28,0,Sunny,1,50.57,Spring
2022/10/23,S002,P0014,Furniture,North,81,30,131,24.7,69.56,20,Snowy,0,73.21,Winter
2022/10/23,S002,P0015,Clothing,West,120,58,37,63.13,16.02,20,Snowy,0,11.31,Winter
2022/10/23,S002,P0016,Toys,East,390,263,83,253.57,81.75,15,Sunny,1,80.95,Winter
2022/10/23,S002,P0017,Electronics,West,445,289,197,279.73,11.79,5,Rainy,1,14.95,Autumn
